2,Sarafu,SARAFU,,LIQUID,0x0Fd6e8F2320C90e9D4b3A5bd888c4D556d20AbD4,0x2160a64ea2DE397963e3740C2aA9efAA08BB711A
1,Kenyan Shilling,Ksh,,RESERVE,0xaE4ca821F7Ec78587a113CAC8E0CC393715E8622,
